user_id,home_currency,current_available_balance,minimum_balance_to_keep,net_headroom,estimated_monthly_income,estimated_fixed_expenses,estimated_flexible_expenses,net_monthly_savings,estimated_runway_days,financial_priorities,protected_categories,willing_to_reduce,willing_to_stop,considered_payment_methods,max_installment_months
user_150,EUR,1257.44,700.0,557.44,491.56,1076.62,66.89,-651.95,14.6,emergency_savings|travel,rent|insurance|transport,streaming|shopping,streaming|cloud_storage,partial_payment|installments,6.0
user_151,IDR,83998265.0,31633600.0,52364665.0,46170000.0,43302413.16,7068585.09,-4200998.25,31.2,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,,full_payment,
user_152,ZAR,28368.77,11900.0,16468.77,13640.0,14293.31,3602.25,-4255.56,27.6,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,installments,3.0
user_153,USD,1903.6,1400.0,503.6,1496.0,2035.97,48.0,-587.97,7.2,emergency_savings|travel,rent|insurance|transport,streaming,streaming|cloud_storage,full_payment|installments,3.0
user_154,EUR,4679.4,1300.0,3379.4,1009.36,2057.99,74.51,-1123.14,47.5,emergency_savings|housing,rent|groceries|transport,shopping,,installments,10.0
user_155,INR,218050.0,56300.0,161750.0,84000.0,94162.28,295.0,-10457.28,51.4,education|family_support,housing|utilities|education,,cloud_storage,full_payment,
user_156,ZAR,42105.3,26900.0,15205.3,32340.0,28534.7,8106.71,-4301.41,12.4,retirement_investment|emergency_savings,rent|utilities|groceries,dining|streaming|shopping,,full_payment|partial_payment|installments,8.0
user_157,IDR,25805950.0,15714100.0,10091850.0,23940000.0,24516859.29,1137223.75,-1714083.04,11.8,education|emergency_savings,rent|groceries|transport,gym|entertainment,,full_payment,
user_158,INR,745417.1,131400.0,614017.1,61095.14,229161.91,6560.0,-174626.77,78.1,retirement_investment|emergency_savings,rent|utilities|groceries,streaming,,partial_payment|installments,4.0
user_159,ZAR,40283.2,8700.0,31583.2,2560.16,15338.75,79.2,-12857.79,61.5,education|emergency_savings,rent|groceries|transport,,music_subscription,full_payment|partial_payment,
user_160,EUR,2144.61,1200.0,944.61,1672.0,1703.65,346.04,-377.69,13.8,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,,installments,9.0
user_161,IDR,41308350.0,23010400.0,18297950.0,14734500.0,30042941.13,9070167.34,-24378608.47,14.0,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,full_payment|partial_payment,
user_162,IDR,34607300.0,24161100.0,10446200.0,22674600.0,24359374.78,8256421.71,-9941196.49,9.6,healthcare|retirement_investment,housing|healthcare|utilities,dining|streaming,streaming,full_payment|partial_payment,
user_163,IDR,49519524.26,26728700.0,22790824.26,13680000.0,31464096.31,11589836.28,-29373932.59,15.9,emergency_savings|housing,rent|groceries|transport,dining,cloud_storage,partial_payment|installments,10.0
user_164,IDR,75429169.2,29550500.0,45878669.2,25515681.69,37145050.46,10343787.39,-21973156.16,29.0,education|family_support,housing|utilities|education,dining|entertainment,cloud_storage,partial_payment|installments,12.0
user_165,INR,366705.0,95000.0,271705.0,121000.0,99222.8,26810.79,-5033.59,64.7,retirement_investment|emergency_savings,rent|utilities|groceries,dining|streaming|shopping,streaming|cloud_storage,full_payment,
user_166,USD,9001.95,1700.0,7301.95,1368.95,1586.8,646.39,-864.24,98.1,retirement_investment|emergency_savings,rent|utilities|groceries,dining|streaming|shopping,,installments,8.0
user_167,ZAR,105090.3,31200.0,73890.3,47740.0,50982.49,2577.56,-5820.05,41.4,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,cloud_storage,full_payment|partial_payment|installments,7.0
user_168,INR,173843.0,114400.0,59443.0,75432.5,162648.48,13014.17,-100230.15,10.2,emergency_savings|travel,rent|insurance|transport,shopping|entertainment,cloud_storage,partial_payment,
user_169,ZAR,77544.5,18700.0,58844.5,1650.0,30837.13,9437.05,-38624.18,43.8,emergency_savings|travel,rent|insurance|transport,dining,streaming,full_payment|partial_payment,
user_170,IDR,69446998.4,24715800.0,44731198.4,38760000.0,48901962.35,10722605.8,-20864568.15,22.5,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,partial_payment|installments,6.0
user_171,EUR,810.65,500.0,310.65,693.0,504.14,198.41,-9.55,13.3,healthcare|retirement_investment,housing|healthcare|utilities,dining,streaming,partial_payment|installments,4.0
user_172,ZAR,50942.4,27200.0,23742.4,34540.0,37645.03,1145.0,-4250.03,18.4,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,cloud_storage,partial_payment|installments,2.0
user_173,INR,162290.53,79100.0,83190.53,1284.0,95507.91,34238.66,-128462.57,19.2,emergency_savings|travel,rent|insurance|transport,dining|shopping,,installments,12.0
user_174,EUR,3266.04,700.0,2566.04,880.0,601.31,232.35,46.34,92.3,retirement_investment|emergency_savings,rent|utilities|groceries,dining|shopping,streaming|cloud_storage,partial_payment|installments,9.0
user_175,EUR,4760.25,1700.0,3060.25,1924.56,2185.97,55.0,-316.41,41.0,education|emergency_savings,rent|groceries|transport,gym,music_subscription,full_payment,
user_176,EUR,1286.95,600.0,686.95,379.12,920.84,27.76,-569.48,21.7,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,,full_payment|partial_payment|installments,12.0
user_177,USD,2987.24,1300.0,1687.24,952.38,1404.8,661.96,-1114.38,24.5,emergency_savings|travel,rent|insurance|transport,dining|shopping|entertainment,streaming|cloud_storage,full_payment,
user_178,EUR,7959.3,1400.0,6559.3,805.91,1778.59,545.57,-1518.25,84.7,retirement_investment|emergency_savings,rent|utilities|groceries,dining|shopping,,partial_payment|installments,12.0
user_179,IDR,79388050.0,41430800.0,37957250.0,48830000.0,63568881.18,9613089.49,-24351970.67,15.6,education|debt_repayment,rent|education|groceries|debt_repayment,dining,,full_payment|installments,5.0
user_180,INR,134980.0,37300.0,97680.0,59000.0,66262.88,10436.06,-17698.94,38.2,education|debt_repayment,rent|education|groceries|debt_repayment,dining,,full_payment|partial_payment|installments,7.0
user_181,USD,3362.0,2000.0,1362.0,2580.0,3798.69,70.0,-1288.69,10.6,emergency_savings|housing,rent|groceries|transport,streaming,streaming|cloud_storage,full_payment|partial_payment|installments,12.0
user_182,ZAR,125010.3,31100.0,93910.3,52800.0,41140.28,12572.33,-912.61,52.5,education|family_support,housing|utilities|education,dining|entertainment,cloud_storage,full_payment|partial_payment,
user_183,IDR,42156223.74,11878300.0,30277923.74,1320.0,25318940.13,2358396.58,-27676016.71,32.8,emergency_savings|travel,rent|insurance|transport,shopping|entertainment,streaming|cloud_storage,installments,11.0
user_184,INR,163160.0,110800.0,52360.0,1584.0,169841.88,4090.0,-172347.88,9.0,emergency_savings|travel,rent|insurance|transport,,streaming|cloud_storage,installments,2.0
user_185,EUR,2083.4,1300.0,783.4,1562.0,1708.14,526.26,-672.4,10.5,emergency_savings|housing,rent|groceries|transport,dining,streaming|cloud_storage,full_payment,
user_186,ZAR,44863.5,22000.0,22863.5,17538.95,26391.56,11851.31,-20703.92,17.9,emergency_savings|travel,rent|insurance|transport,dining|shopping,streaming|cloud_storage,full_payment|partial_payment|installments,8.0
user_187,INR,195735.0,128300.0,67435.0,145000.0,131165.41,39683.89,-25849.3,11.8,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,music_subscription,full_payment|installments,2.0
user_188,EUR,1485.3,900.0,585.3,1386.0,1642.33,286.88,-543.21,9.1,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,full_payment|installments,7.0
user_189,EUR,1147.66,400.0,747.66,489.06,473.92,156.4,-141.26,35.6,healthcare|retirement_investment,housing|healthcare|utilities,dining,streaming,full_payment|partial_payment,
user_190,EUR,3155.8,1600.0,1555.8,1282.05,3120.31,333.5,-2171.76,13.5,emergency_savings|housing,rent|groceries|transport,dining,,full_payment,
user_191,EUR,1591.06,500.0,1091.06,814.0,745.68,102.71,-34.39,38.6,education|family_support,housing|utilities|education,dining,cloud_storage,full_payment|installments,5.0
user_192,USD,1384.8,1000.0,384.8,373.05,944.71,239.5,-811.16,9.7,retirement_investment|emergency_savings,rent|utilities|groceries,dining|streaming,streaming|cloud_storage,full_payment|installments,7.0
user_193,EUR,1310.62,1000.0,310.62,1750.32,1491.47,483.36,-224.51,4.7,education|emergency_savings,rent|groceries|transport,dining,music_subscription|delivery_membership,partial_payment|installments,8.0
user_194,INR,208630.0,113600.0,95030.0,137000.0,144264.79,5524.62,-12789.41,19.0,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,cloud_storage,full_payment,
user_195,EUR,2011.18,700.0,1311.18,672.46,1381.38,50.17,-759.09,27.5,emergency_savings|travel,rent|insurance|transport,streaming|entertainment,,installments,5.0
user_196,EUR,1575.65,500.0,1075.65,814.0,707.55,137.27,-30.82,38.2,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,music_subscription,full_payment,
user_197,IDR,96081218.26,26245900.0,69835318.26,21004500.0,41258979.85,11539855.88,-31794335.73,39.7,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,partial_payment|installments,12.0
user_198,INR,395190.0,124300.0,270890.0,176000.0,135391.06,40623.46,-14.52,46.2,healthcare|retirement_investment,housing|healthcare|utilities,dining|streaming,streaming,full_payment,
user_199,IDR,136691818.94,25359500.0,111332318.94,8857664.58,39276500.87,2042195.42,-32461031.71,80.8,education|emergency_savings,rent|groceries|transport,entertainment,music_subscription,installments,7.0
user_200,IDR,53886150.0,20114600.0,33771550.0,22610000.0,23455346.34,978994.09,-1824340.43,41.5,education|family_support,housing|utilities|education,entertainment,cloud_storage,full_payment|partial_payment,
user_201,IDR,77973400.0,17304500.0,60668900.0,16257294.38,18996296.66,474050.0,-3213052.28,93.5,retirement_investment|emergency_savings,rent|utilities|groceries,,streaming|cloud_storage,full_payment|partial_payment|installments,2.0
user_202,INR,366065.0,147800.0,218265.0,180000.0,204721.45,1300.0,-26021.45,31.8,healthcare|family_support,rent|healthcare|family_support|groceries,,cloud_storage,full_payment,
user_203,EUR,8327.38,1400.0,6927.38,680.02,2421.98,537.13,-2279.09,70.2,education|emergency_savings,rent|groceries|transport,dining|entertainment,gym|music_subscription,installments,7.0
user_204,EUR,2626.28,1300.0,1326.28,2024.0,2247.55,369.74,-593.29,15.2,education|debt_repayment,rent|education|groceries|debt_repayment,dining,delivery_membership,full_payment|installments,4.0
user_205,IDR,31462900.0,13994300.0,17468600.0,18240000.0,24136228.29,1131793.33,-7028021.62,20.7,emergency_savings|housing,rent|groceries|transport,shopping,streaming|cloud_storage,full_payment,
user_206,EUR,5231.14,900.0,4331.14,813.86,1396.49,44.0,-626.63,90.2,retirement_investment|emergency_savings,rent|utilities|groceries,streaming,cloud_storage,partial_payment|installments,4.0
user_207,ZAR,26729.6,13600.0,13129.6,21120.0,17776.95,5500.9,-2157.85,16.9,healthcare|retirement_investment,housing|healthcare|utilities,dining,streaming,full_payment|installments,9.0
user_208,IDR,16928800.0,10470700.0,6458100.0,13870000.0,17365651.04,4190876.33,-7686527.37,9.0,emergency_savings|housing,rent|groceries|transport,dining,,full_payment,
user_209,ZAR,27025.1,18400.0,8625.1,21120.0,16634.42,3932.4,553.18,12.6,education|family_support,housing|utilities|education,dining|entertainment,cloud_storage,partial_payment,
user_210,USD,3525.32,2000.0,1525.32,2916.0,2616.38,824.41,-524.79,13.3,retirement_investment|emergency_savings,rent|utilities|groceries,dining|streaming,streaming|cloud_storage,partial_payment|installments,5.0
user_211,EUR,2727.89,1500.0,1227.89,1884.96,1569.62,575.4,-260.06,17.2,education|emergency_savings,rent|groceries|transport,dining|entertainment,,full_payment|installments,8.0
user_212,IDR,51923800.0,29579800.0,22344000.0,33440000.0,36384491.59,1655637.52,-4600129.11,17.6,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,cloud_storage,full_payment|partial_payment|installments,11.0
user_213,USD,12051.94,2100.0,9951.94,2926.76,3166.62,162.14,-402.0,89.7,emergency_savings|travel,rent|insurance|transport,shopping,streaming|cloud_storage,installments,3.0
user_214,INR,292180.0,174900.0,117280.0,2904.0,205849.63,89407.8,-292353.43,11.9,emergency_savings|travel,rent|insurance|transport,dining|streaming|shopping,streaming,partial_payment|installments,5.0
user_215,ZAR,93951.16,15700.0,78251.16,5351.57,23344.57,1670.71,-19663.71,93.8,education|emergency_savings,rent|groceries|transport,gym|entertainment,delivery_membership,installments,12.0
user_216,USD,2966.8,1800.0,1166.8,1890.72,1696.91,658.69,-464.88,14.9,healthcare|retirement_investment,housing|healthcare|utilities,dining|streaming,streaming,full_payment,
user_217,ZAR,58401.97,26800.0,31601.97,15939.0,33976.37,11789.13,-29826.5,20.7,emergency_savings|housing,rent|groceries|transport,dining|streaming|shopping,streaming|cloud_storage,installments,11.0
user_218,IDR,72419614.8,34477200.0,37942414.8,48640000.0,48126375.37,0.0,513624.63,23.7,education|family_support,housing|utilities|education,,,partial_payment|installments,8.0
user_219,EUR,2815.51,1100.0,1715.51,1914.0,2092.55,53.0,-231.55,24.0,retirement_investment|emergency_savings,rent|utilities|groceries,streaming,,installments,5.0
user_220,EUR,1487.32,1100.0,387.32,1346.4,1181.45,356.72,-191.77,7.6,education|emergency_savings,rent|groceries|transport,dining|entertainment,gym,partial_payment|installments,6.0
user_221,INR,268305.0,81500.0,186805.0,118000.0,131664.02,4256.43,-17920.45,41.2,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,cloud_storage,full_payment,
user_222,ZAR,118101.7,27300.0,90801.7,9027.11,32002.23,723.8,-23698.92,83.2,retirement_investment|emergency_savings,rent|utilities|groceries,,streaming,full_payment|partial_payment,
user_223,EUR,2255.51,800.0,1455.51,1309.0,1125.71,186.86,-3.57,33.3,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,music_subscription,full_payment,
user_224,IDR,49969400.0,22187600.0,27781800.0,36100000.0,39218198.26,7473851.31,-10592049.57,17.9,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,partial_payment|installments,2.0
user_225,IDR,35791159.6,17670700.0,18120459.6,24890000.0,31549070.75,730550.0,-7389620.75,16.8,emergency_savings|housing,rent|groceries|transport,streaming,cloud_storage,installments,4.0
user_226,INR,581180.0,209400.0,371780.0,117000.0,337720.42,17128.76,-237849.18,31.4,emergency_savings|housing,rent|groceries|transport,streaming|shopping,cloud_storage,full_payment,
user_227,INR,105655.0,62900.0,42755.0,94000.0,73408.73,18252.81,2338.46,14.0,education|family_support,housing|utilities|education,dining|entertainment,,partial_payment,
user_228,IDR,36748550.0,26191200.0,10557350.0,30400000.0,30300999.28,6597434.88,-6498434.16,8.6,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,full_payment|installments,5.0
user_229,EUR,1800.52,1000.0,800.52,1298.0,1629.01,26.0,-357.01,14.5,education|emergency_savings,rent|groceries|transport,,music_subscription|delivery_membership,installments,4.0
user_230,EUR,8676.76,2000.0,6676.76,1752.74,3181.19,25.0,-1453.45,62.5,healthcare|family_support,rent|healthcare|family_support|groceries,,cloud_storage,full_payment|partial_payment,
user_231,ZAR,84590.59,24300.0,60290.59,44000.0,58080.74,14017.07,-28097.81,25.1,emergency_savings|travel,rent|insurance|transport,dining,streaming|cloud_storage,installments,11.0
user_232,EUR,4269.4,2400.0,1869.4,2772.0,3116.05,709.55,-1053.6,14.7,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription,full_payment|installments,8.0
user_233,IDR,19341300.0,10365700.0,8975600.0,9300500.0,20157154.86,380000.0,-11236654.86,13.1,education|debt_repayment,rent|education|groceries|debt_repayment,,music_subscription|delivery_membership,partial_payment|installments,9.0
user_234,EUR,1274.25,700.0,574.25,913.0,764.37,176.72,-28.09,18.3,healthcare|retirement_investment,housing|healthcare|utilities,dining|streaming,streaming,full_payment|partial_payment,
user_235,USD,2086.28,700.0,1386.28,935.0,1146.54,89.57,-301.11,33.6,emergency_savings|travel,rent|insurance|transport,shopping|entertainment,streaming|cloud_storage,full_payment|installments,5.0
user_236,IDR,31173450.0,16768600.0,14404850.0,22420000.0,25389174.78,7009235.38,-9978410.16,13.3,education|family_support,housing|utilities|education,dining,cloud_storage,partial_payment,
user_237,IDR,100824550.0,22431500.0,78393050.0,28612583.81,32042680.43,2264788.01,-5694884.63,68.6,retirement_investment|emergency_savings,rent|utilities|groceries,streaming|shopping,,full_payment,
user_238,USD,1882.07,700.0,1182.07,565.44,1042.2,37.0,-513.76,32.9,education|emergency_savings,rent|groceries|transport,gym,gym|delivery_membership,partial_payment|installments,5.0
user_239,USD,1988.9,600.0,1388.9,1020.0,1188.9,25.32,-194.22,34.3,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,,full_payment|installments,6.0
user_240,INR,92720.0,52800.0,39920.0,62000.0,64613.79,18407.2,-21020.99,14.4,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,partial_payment,
user_241,IDR,90172322.14,19252000.0,70920322.14,22898788.56,25878898.7,6696154.96,-9676265.1,65.3,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,music_subscription,partial_payment|installments,3.0
user_242,EUR,1037.4,600.0,437.4,532.4,1029.38,229.52,-726.5,10.4,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription|delivery_membership,full_payment|partial_payment|installments,11.0
user_243,ZAR,47470.4,19900.0,27570.4,23980.0,24748.63,6114.1,-6882.73,26.8,healthcare|retirement_investment,housing|healthcare|utilities,dining|streaming,streaming,full_payment,
user_244,ZAR,126279.2,45900.0,80379.2,56760.0,57953.54,17404.31,-18597.85,32.0,education|debt_repayment,rent|education|groceries|debt_repayment,dining,delivery_membership,full_payment|partial_payment|installments,6.0
user_245,INR,160360.0,94600.0,65760.0,1680.0,132747.92,29935.37,-161003.29,12.1,emergency_savings|travel,rent|insurance|transport,dining,,full_payment|partial_payment|installments,7.0
user_246,ZAR,201692.06,39300.0,162392.06,50160.0,37195.38,10427.04,2537.58,102.3,retirement_investment|emergency_savings,rent|utilities|groceries,dining|streaming|shopping,,installments,3.0
user_247,EUR,2819.2,1300.0,1519.2,1528.56,1480.6,309.21,-261.25,25.5,education|emergency_savings,rent|groceries|transport,dining|gym,gym|music_subscription,full_payment,
user_248,USD,2807.36,1300.0,1507.36,563.01,1544.6,52.4,-1033.99,28.3,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,cloud_storage,partial_payment,
user_249,USD,942.4,600.0,342.4,386.1,747.48,16.0,-377.38,13.5,emergency_savings|travel,rent|insurance|transport,,streaming|cloud_storage,full_payment|installments,6.0
user_250,ZAR,64120.0,35300.0,28820.0,53680.0,50763.41,9145.96,-6229.37,14.4,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,music_subscription,partial_payment,
user_251,EUR,4648.55,1300.0,3348.55,238.52,1401.03,55.0,-1217.51,69.0,education|emergency_savings,rent|groceries|transport,gym,gym|delivery_membership,partial_payment|installments,11.0
user_252,IDR,25250700.0,15152200.0,10098500.0,19760000.0,19457712.2,372400.0,-70112.2,15.3,healthcare|retirement_investment,housing|healthcare|utilities,streaming,streaming,full_payment,
user_253,EUR,4635.57,2300.0,2335.57,2860.0,3249.68,471.98,-861.66,18.8,emergency_savings|housing,rent|groceries|transport,dining,cloud_storage,installments,5.0
user_254,USD,4259.6,2500.0,1759.6,2808.0,2273.55,518.96,15.49,18.9,education|family_support,housing|utilities|education,dining|entertainment,cloud_storage,full_payment|installments,4.0
user_255,IDR,38518150.0,9813900.0,28704250.0,16530000.0,15772712.8,0.0,757287.2,54.6,retirement_investment|emergency_savings,rent|utilities|groceries,,,full_payment|partial_payment,
user_256,INR,394983.28,168600.0,226383.28,214000.0,213268.73,48521.85,-47790.58,25.9,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription,installments,3.0
user_257,USD,2685.2,1600.0,1085.2,1793.0,1892.32,701.5,-800.82,12.6,emergency_savings|travel,rent|insurance|transport,dining|streaming|entertainment,cloud_storage,full_payment|partial_payment,
user_258,USD,2603.68,500.0,2103.68,572.88,1225.7,8.0,-660.82,51.2,emergency_savings|travel,rent|insurance|transport,,cloud_storage,full_payment|partial_payment,
user_259,EUR,1269.3,600.0,669.3,792.0,759.28,174.83,-142.11,21.5,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,music_subscription,full_payment,
user_260,IDR,35787100.0,20727700.0,15059400.0,1848.0,26082774.63,11423527.75,-37504454.38,12.0,emergency_savings|travel,rent|insurance|transport,dining|shopping|entertainment,,partial_payment,
user_261,EUR,4718.96,1500.0,3218.96,2684.0,2095.54,576.04,12.42,36.1,healthcare|retirement_investment,housing|healthcare|utilities,dining|streaming,streaming,full_payment,
user_262,IDR,88406100.0,31018500.0,57387600.0,29921200.0,48048776.97,12765329.87,-30892906.84,28.3,emergency_savings|housing,rent|groceries|transport,dining|streaming|shopping,cloud_storage,full_payment|partial_payment,
user_263,ZAR,38818.0,24100.0,14718.0,1485.0,34072.64,2107.17,-34694.81,12.2,emergency_savings|travel,rent|insurance|transport,shopping,streaming|cloud_storage,partial_payment,
user_264,INR,104375.0,59500.0,44875.0,88000.0,118470.27,6324.35,-36794.62,10.8,retirement_investment|emergency_savings,rent|utilities|groceries,shopping,streaming,full_payment|partial_payment|installments,10.0
user_265,INR,786105.0,189700.0,596405.0,292002.89,307118.93,11755.0,-26871.04,56.1,education|emergency_savings,rent|groceries|transport,,gym|music_subscription|delivery_membership,full_payment|partial_payment,
user_266,EUR,2354.92,900.0,1454.92,968.0,1431.55,0.0,-463.55,30.5,healthcare|family_support,rent|healthcare|family_support|groceries,,,partial_payment|installments,10.0
user_267,EUR,3648.98,1500.0,2148.98,1980.0,2134.56,52.0,-206.56,29.5,emergency_savings|travel,rent|insurance|transport,,streaming,installments,3.0
user_268,EUR,2912.52,1400.0,1512.52,2288.0,2672.35,457.56,-841.91,14.5,debt_repayment|emergency_savings,rent|utilities|debt_repayment,dining,music_subscription,installments,4.0
user_269,ZAR,45307.9,23100.0,22207.9,21054.0,37887.17,7411.97,-24245.14,14.7,education|debt_repayment,rent|education|groceries|debt_repayment,dining,music_subscription,full_payment|installments,10.0
user_270,USD,1935.4,1400.0,535.4,1071.36,1078.69,383.83,-391.16,11.0,healthcare|retirement_investment,housing|healthcare|utilities,dining|streaming,,installments,7.0
user_271,INR,142960.0,58200.0,84760.0,46350.0,96276.64,26076.06,-76002.7,20.8,emergency_savings|housing,rent|groceries|transport,dining|streaming|shopping,streaming|cloud_storage,full_payment,
user_272,IDR,16324524.0,7508600.0,8815924.0,11780000.0,10975291.75,531765.38,272942.87,23.0,education|family_support,housing|utilities|education,entertainment,cloud_storage,partial_payment|installments,7.0
user_273,IDR,32146800.0,18774600.0,13372200.0,34010000.0,29640658.55,7684911.65,-3315570.2,10.7,retirement_investment|emergency_savings,rent|utilities|groceries,dining|streaming,streaming|cloud_storage,partial_payment|installments,7.0
user_274,EUR,4847.31,1800.0,3047.31,2700.0,3075.28,190.41,-565.69,28.0,emergency_savings|travel,rent|insurance|transport,streaming|shopping,streaming|cloud_storage,partial_payment|installments,4.0
user_275,IDR,37206450.0,12760100.0,24446350.0,18050000.0,19767094.26,1021152.46,-2738246.72,35.3,healthcare|family_support,rent|healthcare|family_support|groceries,shopping,cloud_storage,full_payment,
