event_id,user_id,event_type,description,category,direction,amount,currency,event_date,settlement_date,status,linked_event_id,flexibility,minimum_allowed_amount,resolved_amount,amount_inr,has_image_evidence
event_7395,user_79,expense,Local taxi,transport,debit,23.67,EUR,2024-08-06,2024-08-06,settled,,fixed,,23.67,2143.94,False
event_7396,user_79,expense,Rail pass,transport,debit,32.26,EUR,2024-08-11,2024-08-11,settled,,fixed,,32.26,2921.98,False
event_7397,user_79,expense,Fuel refill,transport,debit,30.74,EUR,2024-08-16,2024-08-16,settled,,fixed,,30.74,2784.31,False
event_7398,user_79,expense,Fuel refill,transport,debit,28.21,EUR,2024-08-21,2024-08-21,settled,,fixed,,28.21,2555.15,False
event_7399,user_79,expense,Commuter pass,transport,debit,27.69,EUR,2024-08-26,2024-08-26,settled,,fixed,,27.69,2508.05,False
event_7400,user_79,expense,Local taxi,transport,debit,29.74,EUR,2024-08-31,2024-08-31,settled,,fixed,,29.74,2693.73,False
event_7401,user_79,expense,Quick-service meal,dining,debit,70.36,EUR,2024-03-10,2024-03-10,settled,,fixed,,70.36,6372.93,False
event_7402,user_79,expense,Weekend food delivery,dining,debit,58.13,EUR,2024-03-17,2024-03-17,settled,,fixed,,58.13,5265.19,False
event_7403,user_79,expense,Takeaway order,dining,debit,41.09,EUR,2024-03-24,2024-03-24,settled,,fixed,,41.09,3721.77,False
event_7404,user_79,expense,Neighbourhood restaurant,dining,debit,56.03,EUR,2024-03-31,2024-03-31,settled,,fixed,,56.03,5074.98,False
event_7405,user_79,expense,Neighbourhood restaurant,dining,debit,63.17,EUR,2024-04-07,2024-04-07,settled,,fixed,,63.17,5721.69,False
event_7406,user_79,expense,Lunch with colleagues,dining,debit,51.46,EUR,2024-04-14,2024-04-14,settled,,fixed,,51.46,4661.05,False
event_7407,user_79,expense,Quick-service meal,dining,debit,67.76,EUR,2024-04-21,2024-04-21,settled,,fixed,,67.76,6137.44,False
event_7408,user_79,expense,Takeaway order,dining,debit,69.26,EUR,2024-04-28,2024-04-28,settled,,fixed,,69.26,6273.3,False
event_7409,user_79,expense,Coffee shop,dining,debit,43.37,EUR,2024-05-05,2024-05-05,settled,,fixed,,43.37,3928.28,False
event_7410,user_79,expense,Neighbourhood restaurant,dining,debit,51.14,EUR,2024-05-12,2024-05-12,settled,,fixed,,51.14,4632.06,False
event_7411,user_79,expense,Family dinner,dining,debit,50.89,EUR,2024-05-19,2024-05-19,settled,,fixed,,50.89,4609.42,False
event_7412,user_79,expense,Bakery and snacks,dining,debit,64.18,EUR,2024-05-26,2024-05-26,settled,,fixed,,64.18,5813.17,False
event_7413,user_79,expense,Takeaway order,dining,debit,44.48,EUR,2024-06-02,2024-06-02,settled,,fixed,,44.48,4028.82,False
event_7414,user_79,expense,Lunch with colleagues,dining,debit,43.77,EUR,2024-06-09,2024-06-09,settled,,fixed,,43.77,3964.52,False
event_7415,user_79,expense,Family dinner,dining,debit,55.21,EUR,2024-06-16,2024-06-16,settled,,fixed,,55.21,5000.71,False
event_7416,user_79,expense,Coffee shop,dining,debit,55.57,EUR,2024-06-23,2024-06-23,settled,,fixed,,55.57,5033.31,False
event_7417,user_79,expense,Family dinner,dining,debit,48.2,EUR,2024-06-30,2024-06-30,settled,,fixed,,48.2,4365.77,False
event_7418,user_79,expense,Lunch with colleagues,dining,debit,61.56,EUR,2024-07-07,2024-07-07,settled,,fixed,,61.56,5575.86,False
event_7419,user_79,expense,Bakery and snacks,dining,debit,57.38,EUR,2024-07-14,2024-07-14,settled,,fixed,,57.38,5197.26,False
event_7420,user_79,expense,Takeaway order,dining,debit,64.9,EUR,2024-07-21,2024-07-21,settled,,fixed,,64.9,5878.39,False
event_7421,user_79,expense,Quick-service meal,dining,debit,49.55,EUR,2024-07-28,2024-07-28,settled,,fixed,,49.55,4488.05,False
event_7422,user_79,expense,Quick-service meal,dining,debit,42.22,EUR,2024-08-04,2024-08-04,settled,,fixed,,42.22,3824.12,False
event_7423,user_79,expense,Family dinner,dining,debit,43.53,EUR,2024-08-11,2024-08-11,settled,,fixed,,43.53,3942.78,False
event_7424,user_79,expense,Weekend food delivery,dining,debit,51.76,EUR,2024-08-18,2024-08-18,settled,,fixed,,51.76,4688.22,False
event_7425,user_79,expense,Takeaway order,dining,debit,45.76,EUR,2024-08-25,2024-08-25,settled,,fixed,,45.76,4144.76,False
event_7426,user_79,expense,Weekend food delivery,dining,debit,67.22,EUR,2024-09-01,2024-09-01,settled,,fixed,,67.22,6088.52,False
event_7427,user_79,income,Next confirmed salary,salary,credit,1428.0,USD,2024-09-15,2024-09-15,scheduled,,fixed,,1428.0,118995.24,False
event_7428,user_80,income,Base salary,salary,credit,94800.0,INR,2024-09-15,2024-09-15,settled,,fixed,,94800.0,94800.0,False
event_7429,user_80,income,Performance commission,salary,credit,27075.02,INR,2024-09-24,2024-09-24,settled,,fixed,,27075.02,27075.02,False
event_7430,user_80,expense,Residential rent payment,rent,debit,52000.0,INR,2024-09-01,2024-09-01,settled,,fixed,,52000.0,52000.0,False
event_7431,user_80,expense,Electricity bill,utilities,debit,7945.29,INR,2024-09-05,2024-09-05,settled,,fixed,,7945.29,7945.29,False
event_7432,user_80,expense,School fee payment,education,debit,15360.0,INR,2024-09-07,2024-09-07,settled,,fixed,,15360.0,15360.0,False
event_7433,user_80,debt_payment,Personal loan payment,debt_repayment,debit,9000.0,INR,2024-09-10,2024-09-10,settled,,fixed,,9000.0,9000.0,False
event_7434,user_80,subscription,Music service subscription,music_subscription,debit,1225.0,INR,2024-09-10,2024-09-10,settled,,stoppable,,1225.0,1225.0,False
event_7435,user_80,subscription,Delivery service plan,delivery_membership,debit,1120.0,INR,2024-09-12,2024-09-12,settled,,stoppable,,1120.0,1120.0,False
event_7436,user_80,income,Base salary,salary,credit,94800.0,INR,2024-10-15,2024-10-15,settled,,fixed,,94800.0,94800.0,False
event_7437,user_80,income,Account commission payment,salary,credit,36545.35,INR,2024-10-24,2024-10-24,settled,,fixed,,36545.35,36545.35,False
event_7438,user_80,expense,Residential rent payment,rent,debit,52000.0,INR,2024-10-01,2024-10-01,settled,,fixed,,52000.0,52000.0,False
event_7439,user_80,expense,Electricity bill,utilities,debit,7332.77,INR,2024-10-05,2024-10-05,settled,,fixed,,7332.77,7332.77,False
event_7440,user_80,expense,School fee payment,education,debit,15360.0,INR,2024-10-07,2024-10-07,settled,,fixed,,15360.0,15360.0,False
event_7441,user_80,debt_payment,Personal loan payment,debt_repayment,debit,9000.0,INR,2024-10-10,2024-10-10,settled,,fixed,,9000.0,9000.0,False
event_7442,user_80,subscription,Music service subscription,music_subscription,debit,1225.0,INR,2024-10-10,2024-10-10,settled,,stoppable,,1225.0,1225.0,False
event_7443,user_80,subscription,Delivery service plan,delivery_membership,debit,1120.0,INR,2024-10-12,2024-10-12,settled,,stoppable,,1120.0,1120.0,False
event_7444,user_80,income,Base salary,salary,credit,94800.0,INR,2024-11-15,2024-11-15,settled,,fixed,,94800.0,94800.0,False
event_7445,user_80,income,Account commission payment,salary,credit,93724.2,INR,2024-11-24,2024-11-24,settled,,fixed,,93724.2,93724.2,False
event_7446,user_80,expense,Residential rent payment,rent,debit,52000.0,INR,2024-11-01,2024-11-01,settled,,fixed,,52000.0,52000.0,False
event_7447,user_80,expense,Electricity bill,utilities,debit,6807.36,INR,2024-11-05,2024-11-05,settled,,fixed,,6807.36,6807.36,False
event_7448,user_80,expense,School fee payment,education,debit,15360.0,INR,2024-11-07,2024-11-07,settled,,fixed,,15360.0,15360.0,False
event_7449,user_80,debt_payment,Personal loan payment,debt_repayment,debit,9000.0,INR,2024-11-10,2024-11-10,settled,,fixed,,9000.0,9000.0,False
event_7450,user_80,subscription,Music service subscription,music_subscription,debit,1225.0,INR,2024-11-10,2024-11-10,settled,,stoppable,,1225.0,1225.0,False
event_7451,user_80,subscription,Delivery service plan,delivery_membership,debit,1120.0,INR,2024-11-12,2024-11-12,settled,,stoppable,,1120.0,1120.0,False
event_7452,user_80,income,Base salary,salary,credit,94800.0,INR,2024-12-15,2024-12-15,settled,,fixed,,94800.0,94800.0,False
event_7453,user_80,income,Performance commission,salary,credit,44891.71,INR,2024-12-24,2024-12-24,settled,,fixed,,44891.71,44891.71,False
event_7454,user_80,expense,Residential rent payment,rent,debit,52000.0,INR,2024-12-01,2024-12-01,settled,,fixed,,52000.0,52000.0,False
event_7455,user_80,expense,Electricity bill,utilities,debit,6811.42,INR,2024-12-05,2024-12-05,settled,,fixed,,6811.42,6811.42,False
event_7456,user_80,expense,School fee payment,education,debit,15360.0,INR,2024-12-07,2024-12-07,settled,,fixed,,15360.0,15360.0,False
event_7457,user_80,debt_payment,Personal loan payment,debt_repayment,debit,9000.0,INR,2024-12-10,2024-12-10,settled,,fixed,,9000.0,9000.0,False
event_7458,user_80,subscription,Music service subscription,music_subscription,debit,1225.0,INR,2024-12-10,2024-12-10,settled,,stoppable,,1225.0,1225.0,False
event_7459,user_80,subscription,Delivery service plan,delivery_membership,debit,1120.0,INR,2024-12-12,2024-12-12,settled,,stoppable,,1120.0,1120.0,False
event_7460,user_80,income,Base salary,salary,credit,94800.0,INR,2025-01-15,2025-01-15,settled,,fixed,,94800.0,94800.0,False
event_7461,user_80,income,Monthly sales commission,salary,credit,37380.47,INR,2025-01-24,2025-01-24,settled,,fixed,,37380.47,37380.47,False
event_7462,user_80,expense,Residential rent payment,rent,debit,52000.0,INR,2025-01-01,2025-01-01,settled,,fixed,,52000.0,52000.0,False
event_7463,user_80,expense,Electricity bill,utilities,debit,6790.9,INR,2025-01-05,2025-01-05,settled,,fixed,,6790.9,6790.9,False
event_7464,user_80,expense,School fee payment,education,debit,15360.0,INR,2025-01-07,2025-01-07,settled,,fixed,,15360.0,15360.0,False
event_7465,user_80,debt_payment,Personal loan payment,debt_repayment,debit,9000.0,INR,2025-01-10,2025-01-10,settled,,fixed,,9000.0,9000.0,False
event_7466,user_80,subscription,Music service subscription,music_subscription,debit,1225.0,INR,2025-01-10,2025-01-10,settled,,stoppable,,1225.0,1225.0,False
event_7467,user_80,subscription,Delivery service plan,delivery_membership,debit,1120.0,INR,2025-01-12,2025-01-12,settled,,stoppable,,1120.0,1120.0,False
event_7468,user_80,expense,Residential rent payment,rent,debit,52000.0,INR,2025-02-01,2025-02-01,settled,,fixed,,52000.0,52000.0,False
event_7469,user_80,expense,Electricity bill,utilities,debit,6413.34,INR,2025-02-05,2025-02-05,settled,,fixed,,6413.34,6413.34,False
event_7470,user_80,expense,Supermarket basket,groceries,debit,5200.31,INR,2024-08-12,2024-08-12,settled,,fixed,,5200.31,5200.31,False
event_7471,user_80,expense,Household groceries,groceries,debit,5064.01,INR,2024-08-19,2024-08-19,settled,,fixed,,5064.01,5064.01,False
event_7472,user_80,expense,Supermarket basket,groceries,debit,5601.9,INR,2024-08-26,2024-08-26,settled,,fixed,,5601.9,5601.9,False
event_7473,user_80,expense,Bulk pantry shop,groceries,debit,5397.47,INR,2024-09-02,2024-09-02,settled,,fixed,,5397.47,5397.47,False
event_7474,user_80,expense,Household groceries,groceries,debit,6756.28,INR,2024-09-09,2024-09-09,settled,,fixed,,6756.28,6756.28,False
event_7475,user_80,expense,Supermarket basket,groceries,debit,5342.51,INR,2024-09-16,2024-09-16,settled,,fixed,,5342.51,5342.51,False
event_7476,user_80,expense,Supermarket basket,groceries,debit,5267.09,INR,2024-09-23,2024-09-23,settled,,fixed,,5267.09,5267.09,False
event_7477,user_80,expense,Supermarket basket,groceries,debit,5564.97,INR,2024-09-30,2024-09-30,settled,,fixed,,5564.97,5564.97,False
event_7478,user_80,expense,Supermarket basket,groceries,debit,7248.93,INR,2024-10-07,2024-10-07,settled,,fixed,,7248.93,7248.93,False
event_7479,user_80,expense,Weekly produce market,groceries,debit,7093.61,INR,2024-10-14,2024-10-14,settled,,fixed,,7093.61,7093.61,False
event_7480,user_80,expense,Local market purchase,groceries,debit,5926.41,INR,2024-10-21,2024-10-21,settled,,fixed,,5926.41,5926.41,False
event_7481,user_80,expense,Supermarket basket,groceries,debit,5013.24,INR,2024-10-28,2024-10-28,settled,,fixed,,5013.24,5013.24,False
event_7482,user_80,expense,Supermarket basket,groceries,debit,7153.61,INR,2024-11-04,2024-11-04,settled,,fixed,,7153.61,7153.61,False
event_7483,user_80,expense,Supermarket basket,groceries,debit,7307.2,INR,2024-11-11,2024-11-11,settled,,fixed,,7307.2,7307.2,False
event_7484,user_80,expense,Household groceries,groceries,debit,5033.99,INR,2024-11-18,2024-11-18,settled,,fixed,,5033.99,5033.99,False
event_7485,user_80,expense,Grocery delivery,groceries,debit,7283.7,INR,2024-11-25,2024-11-25,settled,,fixed,,7283.7,7283.7,False
event_7486,user_80,expense,Local market purchase,groceries,debit,6036.43,INR,2024-12-02,2024-12-02,settled,,fixed,,6036.43,6036.43,False
event_7487,user_80,expense,Grocery delivery,groceries,debit,4757.32,INR,2024-12-09,2024-12-09,settled,,fixed,,4757.32,4757.32,False
event_7488,user_80,expense,Fresh food shop,groceries,debit,5629.89,INR,2024-12-16,2024-12-16,settled,,fixed,,5629.89,5629.89,False
event_7489,user_80,expense,Neighbourhood grocer,groceries,debit,6262.46,INR,2024-12-23,2024-12-23,settled,,fixed,,6262.46,6262.46,False
event_7490,user_80,expense,Grocery delivery,groceries,debit,6620.4,INR,2024-12-30,2024-12-30,settled,,fixed,,6620.4,6620.4,False
event_7491,user_80,expense,Household groceries,groceries,debit,5507.76,INR,2025-01-06,2025-01-06,settled,,fixed,,5507.76,5507.76,False
event_7492,user_80,expense,Neighbourhood grocer,groceries,debit,7164.01,INR,2025-01-13,2025-01-13,settled,,fixed,,7164.01,7164.01,False
event_7493,user_80,expense,Household groceries,groceries,debit,5158.53,INR,2025-01-20,2025-01-20,settled,,fixed,,5158.53,5158.53,False
event_7494,user_80,expense,Neighbourhood grocer,groceries,debit,5264.08,INR,2025-01-27,2025-01-27,settled,,fixed,,5264.08,5264.08,False
event_7495,user_80,expense,Supermarket basket,groceries,debit,5617.98,INR,2025-02-03,2025-02-03,settled,,fixed,,5617.98,5617.98,False
event_7496,user_80,expense,Commuter pass,transport,debit,3156.38,INR,2024-08-13,2024-08-13,settled,,fixed,,3156.38,3156.38,False
event_7497,user_80,expense,Fuel refill,transport,debit,3463.71,INR,2024-08-20,2024-08-20,settled,,fixed,,3463.71,3463.71,False
event_7498,user_80,expense,Local taxi,transport,debit,3716.45,INR,2024-08-27,2024-08-27,settled,,fixed,,3716.45,3716.45,False
event_7499,user_80,expense,Rail pass,transport,debit,4121.36,INR,2024-09-03,2024-09-03,settled,,fixed,,4121.36,4121.36,False
event_7500,user_80,expense,Parking and tolls,transport,debit,3166.82,INR,2024-09-10,2024-09-10,settled,,fixed,,3166.82,3166.82,False
event_7501,user_80,expense,Metro and bus fares,transport,debit,3500.85,INR,2024-09-17,2024-09-17,settled,,fixed,,3500.85,3500.85,False
event_7502,user_80,expense,Ride-hailing trip,transport,debit,5302.5,INR,2024-09-24,2024-09-24,settled,,fixed,,5302.5,5302.5,False
event_7503,user_80,expense,Fuel refill,transport,debit,4174.96,INR,2024-10-01,2024-10-01,settled,,fixed,,4174.96,4174.96,False
event_7504,user_80,expense,Metro and bus fares,transport,debit,4969.7,INR,2024-10-08,2024-10-08,settled,,fixed,,4969.7,4969.7,False
event_7505,user_80,expense,Fuel refill,transport,debit,4648.2,INR,2024-10-15,2024-10-15,settled,,fixed,,4648.2,4648.2,False
event_7506,user_80,expense,Ride-hailing trip,transport,debit,4469.23,INR,2024-10-22,2024-10-22,settled,,fixed,,4469.23,4469.23,False
event_7507,user_80,expense,Parking and tolls,transport,debit,3223.86,INR,2024-10-29,2024-10-29,settled,,fixed,,3223.86,3223.86,False
event_7508,user_80,expense,Vehicle charging,transport,debit,4483.73,INR,2024-11-05,2024-11-05,settled,,fixed,,4483.73,4483.73,False
event_7509,user_80,expense,Commuter pass,transport,debit,3891.11,INR,2024-11-12,2024-11-12,settled,,fixed,,3891.11,3891.11,False
event_7510,user_80,expense,Fuel refill,transport,debit,4851.43,INR,2024-11-19,2024-11-19,settled,,fixed,,4851.43,4851.43,False
event_7511,user_80,expense,Commuter pass,transport,debit,4599.94,INR,2024-11-26,2024-11-26,settled,,fixed,,4599.94,4599.94,False
event_7512,user_80,expense,Rail pass,transport,debit,5464.28,INR,2024-12-03,2024-12-03,settled,,fixed,,5464.28,5464.28,False
event_7513,user_80,expense,Vehicle charging,transport,debit,4147.72,INR,2024-12-10,2024-12-10,settled,,fixed,,4147.72,4147.72,False
event_7514,user_80,expense,Metro and bus fares,transport,debit,5376.0,INR,2024-12-17,2024-12-17,settled,,fixed,,5376.0,5376.0,False
event_7515,user_80,expense,Metro and bus fares,transport,debit,4441.52,INR,2024-12-24,2024-12-24,settled,,fixed,,4441.52,4441.52,False
event_7516,user_80,expense,Ride-hailing trip,transport,debit,3611.0,INR,2024-12-31,2024-12-31,settled,,fixed,,3611.0,3611.0,False
event_7517,user_80,expense,Ride-hailing trip,transport,debit,4720.43,INR,2025-01-07,2025-01-07,settled,,fixed,,4720.43,4720.43,False
event_7518,user_80,expense,Parking and tolls,transport,debit,3363.5,INR,2025-01-14,2025-01-14,settled,,fixed,,3363.5,3363.5,False
event_7519,user_80,expense,Ride-hailing trip,transport,debit,4141.71,INR,2025-01-21,2025-01-21,settled,,fixed,,4141.71,4141.71,False
event_7520,user_80,expense,Local taxi,transport,debit,5059.67,INR,2025-01-28,2025-01-28,settled,,fixed,,5059.67,5059.67,False
event_7521,user_80,expense,Commuter pass,transport,debit,3308.8,INR,2025-02-04,2025-02-04,settled,,fixed,,3308.8,3308.8,False
event_7522,user_80,expense,Neighbourhood restaurant,dining,debit,3935.16,INR,2024-08-14,2024-08-14,settled,,reducible,2650.0,3935.16,3935.16,False
event_7523,user_80,expense,Weekend food delivery,dining,debit,3863.42,INR,2024-08-28,2024-08-28,settled,,reducible,2650.0,3863.42,3863.42,False
event_7524,user_80,expense,Weekend food delivery,dining,debit,5910.44,INR,2024-09-11,2024-09-11,settled,,reducible,2650.0,5910.44,5910.44,False
event_7525,user_80,expense,Weekend food delivery,dining,debit,5904.48,INR,2024-09-25,2024-09-25,settled,,reducible,2650.0,5904.48,5904.48,False
event_7526,user_80,expense,Quick-service meal,dining,debit,5002.93,INR,2024-10-09,2024-10-09,settled,,reducible,2650.0,5002.93,5002.93,False
event_7527,user_80,expense,Takeaway order,dining,debit,3951.41,INR,2024-10-23,2024-10-23,settled,,reducible,2650.0,3951.41,3951.41,False
event_7528,user_80,expense,Neighbourhood restaurant,dining,debit,5172.93,INR,2024-11-06,2024-11-06,settled,,reducible,2650.0,5172.93,5172.93,False
event_7529,user_80,expense,Bakery and snacks,dining,debit,6746.01,INR,2024-11-20,2024-11-20,settled,,reducible,2650.0,6746.01,6746.01,False
event_7530,user_80,expense,Quick-service meal,dining,debit,6616.25,INR,2024-12-04,2024-12-04,settled,,reducible,2650.0,6616.25,6616.25,False
event_7531,user_80,expense,Takeaway order,dining,debit,6439.4,INR,2024-12-18,2024-12-18,settled,,reducible,2650.0,6439.4,6439.4,False
event_7532,user_80,expense,Weekend food delivery,dining,debit,6694.09,INR,2025-01-01,2025-01-01,settled,,reducible,2650.0,6694.09,6694.09,False
event_7533,user_80,expense,Lunch with colleagues,dining,debit,4217.99,INR,2025-01-15,2025-01-15,settled,,reducible,2650.0,4217.99,4217.99,False
event_7534,user_80,expense,Takeaway order,dining,debit,3938.12,INR,2025-01-29,2025-01-29,settled,,reducible,2650.0,3938.12,3938.12,False
event_7535,user_80,expense,Pending online order charge,shopping,debit,6710.0,INR,2025-02-05,2025-02-07,pending,,fixed,,6710.0,6710.0,False
event_7536,user_81,income,Payroll credit,salary,credit,2808.0,USD,2026-02-15,2026-02-15,settled,,fixed,,2808.0,233990.64,False
event_7537,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-02-02,2026-02-02,settled,,fixed,,926.4,77196.91,False
event_7538,user_81,expense,Electricity bill,utilities,debit,157.66,USD,2026-02-06,2026-02-06,settled,,fixed,,157.66,13137.81,False
event_7539,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454.0,USD,2026-02-11,2026-02-11,settled,,fixed,,454.0,37831.82,False
event_7540,user_81,subscription,Streaming subscription,streaming,debit,76.0,USD,2026-02-09,2026-02-09,settled,,fixed,,76.0,6333.08,False
event_7541,user_81,subscription,Online backup subscription,cloud_storage,debit,16.0,USD,2026-02-12,2026-02-12,settled,,stoppable,,16.0,1333.28,False
event_7542,user_81,expense,Clothing and household items,shopping,debit,82.98,USD,2026-02-12,2026-02-12,settled,,fixed,,82.98,6914.72,False
event_7543,user_81,income,Payroll credit,salary,credit,2808.0,USD,2026-03-15,2026-03-15,settled,,fixed,,2808.0,233990.64,False
event_7544,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-03-02,2026-03-02,settled,,fixed,,926.4,77196.91,False
event_7545,user_81,expense,Electricity bill,utilities,debit,180.83,USD,2026-03-06,2026-03-06,settled,,fixed,,180.83,15068.56,False
event_7546,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454.0,USD,2026-03-11,2026-03-11,settled,,fixed,,454.0,37831.82,False
event_7547,user_81,subscription,Streaming subscription,streaming,debit,76.0,USD,2026-03-09,2026-03-09,settled,,fixed,,76.0,6333.08,False
event_7548,user_81,subscription,Online backup subscription,cloud_storage,debit,16.0,USD,2026-03-12,2026-03-12,settled,,stoppable,,16.0,1333.28,False
event_7549,user_81,expense,Clothing and household items,shopping,debit,79.06,USD,2026-03-12,2026-03-12,settled,,fixed,,79.06,6588.07,False
event_7550,user_81,income,Payroll credit,salary,credit,2808.0,USD,2026-04-15,2026-04-15,settled,,fixed,,2808.0,233990.64,False
event_7551,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-04-02,2026-04-02,settled,,fixed,,926.4,77196.91,False
event_7552,user_81,expense,Electricity bill,utilities,debit,190.4,USD,2026-04-06,2026-04-06,settled,,fixed,,190.4,15866.03,False
event_7553,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454.0,USD,2026-04-11,2026-04-11,settled,,fixed,,454.0,37831.82,False
event_7554,user_81,subscription,Streaming subscription,streaming,debit,76.0,USD,2026-04-09,2026-04-09,settled,,fixed,,76.0,6333.08,False
event_7555,user_81,subscription,Online backup subscription,cloud_storage,debit,16.0,USD,2026-04-12,2026-04-12,settled,,stoppable,,16.0,1333.28,False
event_7556,user_81,expense,Clothing and household items,shopping,debit,72.68,USD,2026-04-12,2026-04-12,settled,,fixed,,72.68,6056.42,False
event_7557,user_81,income,Payroll credit,salary,credit,2808.0,USD,2026-05-15,2026-05-15,settled,,fixed,,2808.0,233990.64,False
event_7558,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-05-02,2026-05-02,settled,,fixed,,926.4,77196.91,False
event_7559,user_81,expense,Electricity bill,utilities,debit,192.07,USD,2026-05-06,2026-05-06,settled,,fixed,,192.07,16005.19,False
event_7560,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454.0,USD,2026-05-11,2026-05-11,settled,,fixed,,454.0,37831.82,False
event_7561,user_81,subscription,Streaming subscription,streaming,debit,76.0,USD,2026-05-09,2026-05-09,settled,,fixed,,76.0,6333.08,False
event_7562,user_81,subscription,Online backup subscription,cloud_storage,debit,16.0,USD,2026-05-12,2026-05-12,settled,,stoppable,,16.0,1333.28,False
event_7563,user_81,expense,Clothing and household items,shopping,debit,68.95,USD,2026-05-12,2026-05-12,settled,,fixed,,68.95,5745.6,False
event_7564,user_81,income,Payroll credit,salary,credit,2808.0,USD,2026-06-15,2026-06-15,settled,,fixed,,2808.0,233990.64,False
event_7565,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-06-02,2026-06-02,settled,,fixed,,926.4,77196.91,False
event_7566,user_81,expense,Electricity bill,utilities,debit,182.98,USD,2026-06-06,2026-06-06,settled,,fixed,,182.98,15247.72,False
event_7567,user_81,debt_payment,Credit card repayment,debt_repayment,debit,454.0,USD,2026-06-11,2026-06-11,settled,,fixed,,454.0,37831.82,False
event_7568,user_81,subscription,Streaming subscription,streaming,debit,76.0,USD,2026-06-09,2026-06-09,settled,,fixed,,76.0,6333.08,False
event_7569,user_81,subscription,Online backup subscription,cloud_storage,debit,16.0,USD,2026-06-12,2026-06-12,settled,,stoppable,,16.0,1333.28,False
event_7570,user_81,expense,Clothing and household items,shopping,debit,72.91,USD,2026-06-12,2026-06-12,settled,,fixed,,72.91,6075.59,False
event_7571,user_81,expense,Apartment rent transfer,rent,debit,926.4,USD,2026-07-02,2026-07-02,settled,,fixed,,926.4,77196.91,False
event_7572,user_81,expense,Weekly produce market,groceries,debit,97.56,USD,2026-01-07,2026-01-07,settled,,fixed,,97.56,8129.67,False
event_7573,user_81,expense,Fresh food shop,groceries,debit,79.67,USD,2026-01-14,2026-01-14,settled,,fixed,,79.67,6638.9,False
event_7574,user_81,expense,Bulk pantry shop,groceries,debit,113.21,USD,2026-01-21,2026-01-21,settled,,fixed,,113.21,9433.79,False
event_7575,user_81,expense,Grocery delivery,groceries,debit,75.54,USD,2026-01-28,2026-01-28,settled,,fixed,,75.54,6294.75,False
event_7576,user_81,expense,Neighbourhood grocer,groceries,debit,115.67,USD,2026-02-04,2026-02-04,settled,,fixed,,115.67,9638.78,False
event_7577,user_81,expense,Grocery delivery,groceries,debit,118.9,USD,2026-02-11,2026-02-11,settled,,fixed,,118.9,9907.94,False
event_7578,user_81,expense,Supermarket basket,groceries,debit,119.38,USD,2026-02-18,2026-02-18,settled,,fixed,,119.38,9947.94,False
event_7579,user_81,expense,Fresh food shop,groceries,debit,101.22,USD,2026-02-25,2026-02-25,settled,,fixed,,101.22,8434.66,False
event_7580,user_81,expense,Weekly produce market,groceries,debit,127.53,USD,2026-03-04,2026-03-04,settled,,fixed,,127.53,10627.07,False
event_7581,user_81,expense,Supermarket basket,groceries,debit,100.63,USD,2026-03-11,2026-03-11,settled,,fixed,,100.63,8385.5,False
event_7582,user_81,expense,Bulk pantry shop,groceries,debit,116.38,USD,2026-03-18,2026-03-18,settled,,fixed,,116.38,9697.95,False
event_7583,user_81,expense,Household groceries,groceries,debit,80.56,USD,2026-03-25,2026-03-25,settled,,fixed,,80.56,6713.06,False
event_7584,user_81,expense,Grocery delivery,groceries,debit,109.13,USD,2026-04-01,2026-04-01,settled,,fixed,,109.13,9093.8,False
event_7585,user_81,expense,Local market purchase,groceries,debit,121.79,USD,2026-04-08,2026-04-08,settled,,fixed,,121.79,10148.76,False
event_7586,user_81,expense,Local market purchase,groceries,debit,120.19,USD,2026-04-15,2026-04-15,settled,,fixed,,120.19,10015.43,False
event_7587,user_81,expense,Household groceries,groceries,debit,110.85,USD,2026-04-22,2026-04-22,settled,,fixed,,110.85,9237.13,False
event_7588,user_81,expense,Grocery delivery,groceries,debit,111.61,USD,2026-04-29,2026-04-29,settled,,fixed,,111.61,9300.46,False
event_7589,user_81,expense,Supermarket basket,groceries,debit,129.41,USD,2026-05-06,2026-05-06,settled,,fixed,,129.41,10783.74,False
event_7590,user_81,expense,Supermarket basket,groceries,debit,117.23,USD,2026-05-13,2026-05-13,settled,,fixed,,117.23,9768.78,False
event_7591,user_81,expense,Supermarket basket,groceries,debit,92.86,USD,2026-05-20,2026-05-20,settled,,fixed,,92.86,7738.02,False
event_7592,user_81,expense,Weekly produce market,groceries,debit,128.46,USD,2026-05-27,2026-05-27,settled,,fixed,,128.46,10704.57,False
event_7593,user_81,expense,Fresh food shop,groceries,debit,84.32,USD,2026-06-03,2026-06-03,settled,,fixed,,84.32,7026.39,False
event_7594,user_81,expense,Fresh food shop,groceries,debit,99.17,USD,2026-06-10,2026-06-10,settled,,fixed,,99.17,8263.84,False
