payment_option_id,request_id,payment_method,payment_amount,number_of_payments,payment_frequency_days,total_duration_days,financing_fee,total_payable_amount,is_recommended_option,request_affordability_status
payment_option_294,request_104,installments,874.54,24,28.0,644.0,3784.96,20988.96,False,affordable_now
payment_option_295,request_105,full_payment,53500.0,1,30.0,0.0,0.0,53500.0,False,not_affordable
payment_option_296,request_105,installments,3388.33,18,31.0,527.0,7489.94,60989.94,False,not_affordable
payment_option_297,request_105,installments,9630.0,6,28.0,140.0,4280.0,57780.0,False,not_affordable
payment_option_298,request_106,full_payment,2207.7,1,30.0,0.0,0.0,2207.7,False,affordable_later
payment_option_299,request_106,installments,124.05,21,28.0,560.0,397.35,2605.05,False,affordable_later
payment_option_300,request_106,installments,112.22,24,31.0,713.0,485.58,2693.28,False,affordable_later
payment_option_301,request_107,installments,878.59,3,28.0,56.0,101.37,2635.77,False,not_affordable
payment_option_302,request_107,full_payment,2534.4,1,30.0,0.0,0.0,2534.4,False,not_affordable
payment_option_303,request_107,installments,185.86,15,30.0,420.0,253.5,2787.9,False,not_affordable
payment_option_304,request_108,full_payment,55308.0,1,30.0,0.0,0.0,55308.0,False,not_affordable
payment_option_305,request_108,installments,3502.84,18,31.0,527.0,7743.12,63051.12,False,not_affordable
payment_option_306,request_108,installments,2811.49,24,30.0,690.0,12167.76,67475.76,False,not_affordable
payment_option_307,request_109,installments,645.98,3,31.0,62.0,74.54,1937.94,True,affordable_with_plan
payment_option_308,request_109,full_payment,1863.4,1,30.0,0.0,0.0,1863.4,False,affordable_with_plan
payment_option_309,request_109,installments,104.71,21,28.0,560.0,335.51,2198.91,True,affordable_with_plan
payment_option_310,request_110,installments,7748.69,3,28.0,56.0,894.07,23246.07,True,affordable_with_plan
payment_option_311,request_110,full_payment,22352.0,1,30.0,0.0,0.0,22352.0,False,affordable_with_plan
payment_option_312,request_110,installments,1639.15,15,30.0,420.0,2235.25,24587.25,True,affordable_with_plan
payment_option_313,request_111,full_payment,16625000.0,1,30.0,0.0,0.0,16625000.0,True,affordable_now
payment_option_314,request_111,installments,1052916.67,18,31.0,527.0,2327500.06,18952500.06,False,affordable_now
payment_option_315,request_111,installments,2992500.0,6,28.0,140.0,1330000.0,17955000.0,False,affordable_now
payment_option_316,request_112,full_payment,271.7,1,30.0,0.0,0.0,271.7,True,affordable_now
payment_option_317,request_112,installments,15.27,21,28.0,560.0,48.97,320.67,False,affordable_now
payment_option_318,request_112,installments,48.91,6,30.0,150.0,21.76,293.46,False,affordable_now
payment_option_319,request_112,installments,13.81,24,31.0,713.0,59.74,331.44,False,affordable_now
payment_option_320,request_113,full_payment,36500.0,1,30.0,0.0,0.0,36500.0,False,not_affordable
payment_option_321,request_113,installments,2518.5,15,30.0,420.0,1277.5,37777.5,False,not_affordable
payment_option_322,request_114,full_payment,65300.0,1,30.0,0.0,0.0,65300.0,False,not_affordable
payment_option_323,request_114,installments,4135.67,18,31.0,527.0,9142.06,74442.06,False,not_affordable
payment_option_324,request_114,installments,11754.0,6,28.0,140.0,5224.0,70524.0,False,not_affordable
payment_option_325,request_114,installments,3319.42,24,30.0,690.0,14366.08,79666.08,False,not_affordable
payment_option_326,request_115,full_payment,80500.0,1,30.0,0.0,0.0,80500.0,False,affordable_later
payment_option_327,request_115,installments,4523.33,21,28.0,560.0,14489.93,94989.93,False,affordable_later
payment_option_328,request_116,full_payment,241200.0,1,30.0,0.0,0.0,241200.0,False,not_affordable
payment_option_329,request_116,installments,17688.0,15,30.0,420.0,24120.0,265320.0,False,not_affordable
payment_option_330,request_116,installments,12261.0,24,28.0,644.0,53064.0,294264.0,False,not_affordable
payment_option_331,request_117,full_payment,880.0,1,30.0,0.0,0.0,880.0,True,affordable_with_plan
payment_option_332,request_117,installments,55.73,18,31.0,527.0,123.14,1003.14,False,affordable_with_plan
payment_option_333,request_117,installments,158.4,6,28.0,140.0,70.4,950.4,False,affordable_with_plan
payment_option_334,request_118,installments,255.87,3,31.0,62.0,29.51,767.61,True,affordable_with_plan
payment_option_335,request_118,full_payment,738.1,1,30.0,0.0,0.0,738.1,False,affordable_with_plan
payment_option_336,request_118,installments,41.47,21,28.0,560.0,132.77,870.87,True,affordable_with_plan
payment_option_337,request_119,installments,70546.67,3,28.0,56.0,8140.01,211640.01,False,not_affordable
payment_option_338,request_119,full_payment,203500.0,1,30.0,0.0,0.0,203500.0,False,not_affordable
payment_option_339,request_119,installments,14923.33,15,30.0,420.0,20349.95,223849.95,False,not_affordable
payment_option_340,request_120,full_payment,7714000.0,1,30.0,0.0,0.0,7714000.0,True,affordable_now
payment_option_341,request_120,installments,488553.33,18,31.0,527.0,1079959.94,8793959.94,False,affordable_now
payment_option_342,request_120,installments,1388520.0,6,28.0,140.0,617120.0,8331120.0,False,affordable_now
payment_option_343,request_120,installments,392128.33,24,30.0,690.0,1697079.92,9411079.92,False,affordable_now
payment_option_344,request_121,full_payment,633.6,1,30.0,0.0,0.0,633.6,True,affordable_now
payment_option_345,request_121,installments,35.6,21,28.0,560.0,114.0,747.6,False,affordable_now
payment_option_346,request_121,installments,114.05,6,30.0,150.0,50.7,684.3,False,affordable_now
payment_option_347,request_122,installments,7126773.33,3,28.0,56.0,822319.99,21380319.99,True,affordable_with_plan
payment_option_348,request_122,full_payment,20558000.0,1,30.0,0.0,0.0,20558000.0,False,affordable_with_plan
payment_option_349,request_122,installments,1507586.67,15,30.0,420.0,2055800.05,22613800.05,True,affordable_with_plan
payment_option_350,request_123,full_payment,4076000.0,1,30.0,0.0,0.0,4076000.0,True,affordable_now
payment_option_351,request_123,installments,234370.0,18,31.0,527.0,142660.0,4218660.0,False,affordable_now
payment_option_352,request_124,installments,1076.12,3,31.0,62.0,124.16,3228.36,True,affordable_with_plan
payment_option_353,request_124,full_payment,3104.2,1,30.0,0.0,0.0,3104.2,False,affordable_with_plan
payment_option_354,request_124,installments,174.43,21,28.0,560.0,558.83,3663.03,True,affordable_with_plan
payment_option_355,request_125,full_payment,6468.0,1,30.0,0.0,0.0,6468.0,False,not_affordable
payment_option_356,request_125,installments,474.32,15,30.0,420.0,646.8,7114.8,False,not_affordable
payment_option_357,request_125,installments,1164.24,6,31.0,155.0,517.44,6985.44,False,not_affordable
payment_option_358,request_126,full_payment,159600.0,1,30.0,0.0,0.0,159600.0,True,affordable_now
payment_option_359,request_126,installments,10108.0,18,31.0,527.0,22344.0,181944.0,False,affordable_now
payment_option_360,request_126,installments,8113.0,24,30.0,690.0,35112.0,194712.0,False,affordable_now
payment_option_361,request_127,full_payment,23980.0,1,30.0,0.0,0.0,23980.0,False,affordable_later
payment_option_362,request_127,installments,1181.88,21,28.0,560.0,839.48,24819.48,False,affordable_later
payment_option_363,request_128,full_payment,25168.0,1,30.0,0.0,0.0,25168.0,True,affordable_now
payment_option_364,request_128,installments,1845.65,15,30.0,420.0,2516.75,27684.75,False,affordable_now
payment_option_365,request_128,installments,4530.24,6,31.0,155.0,2013.44,27181.44,False,affordable_now
payment_option_366,request_128,installments,1279.37,24,28.0,644.0,5536.88,30704.88,False,affordable_now
payment_option_367,request_129,full_payment,2668.8,1,30.0,0.0,0.0,2668.8,False,not_affordable
payment_option_368,request_129,installments,169.02,18,31.0,527.0,373.56,3042.36,False,not_affordable
payment_option_369,request_130,full_payment,1978.8,1,30.0,0.0,0.0,1978.8,False,affordable_later
payment_option_370,request_130,installments,111.19,21,28.0,560.0,356.19,2334.99,False,affordable_later
payment_option_371,request_130,installments,100.59,24,31.0,713.0,435.36,2414.16,False,affordable_later
payment_option_372,request_131,installments,643.14,3,28.0,56.0,74.22,1929.42,True,affordable_with_plan
payment_option_373,request_131,full_payment,1855.2,1,30.0,0.0,0.0,1855.2,False,affordable_with_plan
payment_option_374,request_131,installments,136.05,15,30.0,420.0,185.55,2040.75,True,affordable_with_plan
payment_option_375,request_132,full_payment,379.86,1,30.0,0.0,0.0,379.86,False,not_affordable
payment_option_376,request_132,installments,21.85,18,31.0,527.0,13.44,393.3,False,not_affordable
payment_option_377,request_132,installments,16.62,24,30.0,690.0,19.02,398.88,False,not_affordable
payment_option_378,request_133,full_payment,15770000.0,1,30.0,0.0,0.0,15770000.0,True,affordable_with_plan
payment_option_379,request_133,installments,886123.81,21,28.0,560.0,2838600.01,18608600.01,False,affordable_with_plan
payment_option_380,request_134,full_payment,21831000.0,1,30.0,0.0,0.0,21831000.0,False,affordable_later
payment_option_381,request_134,installments,1600940.0,15,30.0,420.0,2183100.0,24014100.0,False,affordable_later
payment_option_382,request_134,installments,1109742.5,24,28.0,644.0,4802820.0,26633820.0,False,affordable_later
payment_option_383,request_135,full_payment,304.8,1,30.0,0.0,0.0,304.8,True,affordable_with_plan
payment_option_384,request_135,installments,19.3,18,31.0,527.0,42.6,347.4,False,affordable_with_plan
payment_option_385,request_135,installments,54.86,6,28.0,140.0,24.36,329.16,False,affordable_with_plan
payment_option_386,request_136,full_payment,560.4,1,30.0,0.0,0.0,560.4,True,affordable_now
payment_option_387,request_136,installments,31.49,21,28.0,560.0,100.89,661.29,False,affordable_now
payment_option_388,request_136,installments,100.87,6,30.0,150.0,44.82,605.22,False,affordable_now
payment_option_389,request_136,installments,28.49,24,31.0,713.0,123.36,683.76,False,affordable_now
payment_option_390,request_137,full_payment,80100.0,1,30.0,0.0,0.0,80100.0,False,affordable_later
payment_option_391,request_137,installments,5874.0,15,30.0,420.0,8010.0,88110.0,False,affordable_later
payment_option_392,request_138,full_payment,1256.94,1,30.0,0.0,0.0,1256.94,False,affordable_with_plan
payment_option_393,request_138,installments,435.74,3,28.0,56.0,50.28,1307.22,False,affordable_with_plan
payment_option_394,request_138,installments,333.09,4,30.0,90.0,75.42,1332.36,False,affordable_with_plan
payment_option_395,request_139,installments,802.88,3,31.0,62.0,92.64,2408.64,True,affordable_with_plan
payment_option_396,request_139,full_payment,2316.0,1,30.0,0.0,0.0,2316.0,False,affordable_with_plan
payment_option_397,request_139,installments,130.14,21,28.0,560.0,416.94,2732.94,True,affordable_with_plan
payment_option_398,request_140,full_payment,62832.0,1,30.0,0.0,0.0,62832.0,False,not_affordable
payment_option_399,request_140,installments,4607.68,15,30.0,420.0,6283.2,69115.2,False,not_affordable
payment_option_400,request_140,installments,3193.96,24,28.0,644.0,13823.04,76655.04,False,not_affordable
payment_option_401,request_141,full_payment,171600.0,1,30.0,0.0,0.0,171600.0,False,not_affordable
payment_option_402,request_141,installments,10868.0,18,31.0,527.0,24024.0,195624.0,False,not_affordable
payment_option_403,request_142,full_payment,1263.6,1,30.0,0.0,0.0,1263.6,True,affordable_now
payment_option_404,request_142,installments,71.0,21,28.0,560.0,227.4,1491.0,False,affordable_now
payment_option_405,request_142,installments,227.45,6,30.0,150.0,101.1,1364.7,False,affordable_now
payment_option_406,request_142,installments,64.23,24,31.0,713.0,277.92,1541.52,False,affordable_now
payment_option_407,request_143,full_payment,12584.0,1,30.0,0.0,0.0,12584.0,False,affordable_later
payment_option_408,request_143,installments,922.83,15,30.0,420.0,1258.45,13842.45,False,affordable_later
payment_option_409,request_144,full_payment,233.34,1,30.0,0.0,0.0,233.34,True,affordable_now
payment_option_410,request_144,installments,13.42,18,31.0,527.0,8.22,241.56,False,affordable_now
payment_option_411,request_144,installments,10.21,24,30.0,690.0,11.7,245.04,False,affordable_now
payment_option_412,request_145,installments,75365.33,3,31.0,62.0,8695.99,226095.99,False,not_affordable
payment_option_413,request_145,full_payment,217400.0,1,30.0,0.0,0.0,217400.0,False,not_affordable
payment_option_414,request_145,installments,12215.81,21,28.0,560.0,39132.01,256532.01,False,not_affordable
payment_option_415,request_146,full_payment,449400.0,1,30.0,0.0,0.0,449400.0,False,not_affordable
payment_option_416,request_146,installments,32956.0,15,30.0,420.0,44940.0,494340.0,False,not_affordable
payment_option_417,request_146,installments,22844.5,24,28.0,644.0,98868.0,548268.0,False,not_affordable
payment_option_418,request_147,installments,391.63,3,30.0,60.0,45.19,1174.89,True,affordable_with_plan
payment_option_419,request_147,full_payment,1129.7,1,30.0,0.0,0.0,1129.7,False,affordable_with_plan
payment_option_420,request_147,installments,71.55,18,31.0,527.0,158.2,1287.9,True,affordable_with_plan
payment_option_421,request_148,installments,7710.56,3,31.0,62.0,889.68,23131.68,False,not_affordable
payment_option_422,request_148,full_payment,22242.0,1,30.0,0.0,0.0,22242.0,False,not_affordable
payment_option_423,request_148,installments,1249.79,21,28.0,560.0,4003.59,26245.59,False,not_affordable
payment_option_424,request_149,installments,12706.03,3,28.0,56.0,1466.09,38118.09,True,affordable_with_plan
payment_option_425,request_149,full_payment,36652.0,1,30.0,0.0,0.0,36652.0,False,affordable_with_plan
payment_option_426,request_149,installments,2687.81,15,30.0,420.0,3665.15,40317.15,True,affordable_with_plan
payment_option_427,request_150,installments,171.98,3,30.0,60.0,19.84,515.94,True,affordable_with_plan
payment_option_428,request_150,full_payment,496.1,1,30.0,0.0,0.0,496.1,False,affordable_with_plan
payment_option_429,request_150,installments,31.42,18,31.0,527.0,69.46,565.56,True,affordable_with_plan
payment_option_430,request_151,full_payment,26999000.0,1,30.0,0.0,0.0,26999000.0,True,affordable_now
payment_option_431,request_151,installments,1517086.67,21,28.0,560.0,4859820.07,31858820.07,False,affordable_now
payment_option_432,request_151,installments,4859820.0,6,30.0,150.0,2159920.0,29158920.0,False,affordable_now
payment_option_433,request_152,installments,4812.43,3,28.0,56.0,555.29,14437.29,False,not_affordable
payment_option_434,request_152,full_payment,13882.0,1,30.0,0.0,0.0,13882.0,False,not_affordable
payment_option_435,request_152,installments,1018.01,15,30.0,420.0,1388.15,15270.15,False,not_affordable
payment_option_436,request_153,full_payment,2830.8,1,30.0,0.0,0.0,2830.8,False,not_affordable
payment_option_437,request_153,installments,179.28,18,31.0,527.0,396.24,3227.04,False,not_affordable
payment_option_438,request_154,installments,563.61,3,31.0,62.0,65.03,1690.83,True,affordable_with_plan
payment_option_439,request_154,full_payment,1625.8,1,30.0,0.0,0.0,1625.8,False,affordable_with_plan
payment_option_440,request_154,installments,91.35,21,28.0,560.0,292.55,1918.35,True,affordable_with_plan
payment_option_441,request_155,full_payment,112500.0,1,30.0,0.0,0.0,112500.0,True,affordable_now
payment_option_442,request_155,installments,8250.0,15,30.0,420.0,11250.0,123750.0,False,affordable_now
payment_option_443,request_155,installments,20250.0,6,31.0,155.0,9000.0,121500.0,False,affordable_now
payment_option_444,request_156,full_payment,43076.0,1,30.0,0.0,0.0,43076.0,False,affordable_later
payment_option_445,request_156,installments,2728.15,18,31.0,527.0,6030.7,49106.7,False,affordable_later
payment_option_446,request_156,installments,2189.7,24,30.0,690.0,9476.8,52552.8,False,affordable_later
payment_option_447,request_157,full_payment,23503000.0,1,30.0,0.0,0.0,23503000.0,False,affordable_later
payment_option_448,request_157,installments,1320644.76,21,28.0,560.0,4230539.96,27733539.96,False,affordable_later
payment_option_449,request_158,installments,84101.33,3,28.0,56.0,9703.99,252303.99,True,affordable_with_plan
payment_option_450,request_158,full_payment,242600.0,1,30.0,0.0,0.0,242600.0,False,affordable_with_plan
payment_option_451,request_158,installments,17790.67,15,30.0,420.0,24260.05,266860.05,True,affordable_with_plan
payment_option_452,request_159,full_payment,13398.0,1,30.0,0.0,0.0,13398.0,True,affordable_now
payment_option_453,request_159,installments,848.54,18,31.0,527.0,1875.72,15273.72,False,affordable_now
payment_option_454,request_160,installments,432.05,3,31.0,62.0,49.85,1296.15,True,affordable_with_plan
payment_option_455,request_160,full_payment,1246.3,1,30.0,0.0,0.0,1246.3,False,affordable_with_plan
payment_option_456,request_160,installments,70.03,21,28.0,560.0,224.33,1470.63,True,affordable_with_plan
payment_option_457,request_161,full_payment,21204000.0,1,30.0,0.0,0.0,21204000.0,False,not_affordable
payment_option_458,request_161,installments,1554960.0,15,30.0,420.0,2120400.0,23324400.0,False,not_affordable
payment_option_459,request_162,full_payment,83923000.0,1,30.0,0.0,0.0,83923000.0,False,not_affordable
payment_option_460,request_162,installments,5315123.33,18,31.0,527.0,11749219.94,95672219.94,False,not_affordable
payment_option_461,request_162,installments,4266085.83,24,30.0,690.0,18463059.92,102386059.92,False,not_affordable
payment_option_462,request_163,installments,6692053.33,3,31.0,62.0,772159.99,20076159.99,False,not_affordable
payment_option_463,request_163,full_payment,19304000.0,1,30.0,0.0,0.0,19304000.0,False,not_affordable
payment_option_464,request_163,installments,1084700.95,21,28.0,560.0,3474719.95,22778719.95,False,not_affordable
payment_option_465,request_164,installments,9366240.0,3,28.0,56.0,1080720.0,28098720.0,True,affordable_with_plan
payment_option_466,request_164,full_payment,27018000.0,1,30.0,0.0,0.0,27018000.0,False,affordable_with_plan
payment_option_467,request_164,installments,1981320.0,15,30.0,420.0,2701800.0,29719800.0,True,affordable_with_plan
payment_option_468,request_165,full_payment,80600.0,1,30.0,0.0,0.0,80600.0,True,affordable_now
payment_option_469,request_165,installments,5104.67,18,31.0,527.0,11284.06,91884.06,False,affordable_now
payment_option_470,request_165,installments,14508.0,6,28.0,140.0,6448.0,87048.0,False,affordable_now
payment_option_471,request_166,installments,1007.97,3,31.0,62.0,116.31,3023.91,True,affordable_with_plan
payment_option_472,request_166,full_payment,2907.6,1,30.0,0.0,0.0,2907.6,False,affordable_with_plan
payment_option_473,request_166,installments,163.38,21,28.0,560.0,523.38,3430.98,True,affordable_with_plan
payment_option_474,request_167,full_payment,43802.0,1,30.0,0.0,0.0,43802.0,True,affordable_now
payment_option_475,request_167,installments,3212.15,15,30.0,420.0,4380.25,48182.25,False,affordable_now
payment_option_476,request_167,installments,7884.36,6,31.0,155.0,3504.16,47306.16,False,affordable_now
payment_option_477,request_168,full_payment,49380.0,1,30.0,0.0,0.0,49380.0,False,not_affordable
payment_option_478,request_168,installments,17118.4,3,30.0,60.0,1975.2,51355.2,False,not_affordable
payment_option_479,request_168,installments,13085.7,4,30.0,90.0,2962.8,52342.8,False,not_affordable
payment_option_480,request_169,full_payment,41976.0,1,30.0,0.0,0.0,41976.0,True,affordable_now
payment_option_481,request_169,installments,2358.65,21,28.0,560.0,7555.65,49531.65,False,affordable_now
payment_option_482,request_169,installments,7555.68,6,30.0,150.0,3358.08,45334.08,False,affordable_now
payment_option_483,request_170,installments,12804480.0,3,28.0,56.0,1477440.0,38413440.0,True,affordable_with_plan
payment_option_484,request_170,full_payment,36936000.0,1,30.0,0.0,0.0,36936000.0,False,affordable_with_plan
payment_option_485,request_170,installments,2708640.0,15,30.0,420.0,3693600.0,40629600.0,True,affordable_with_plan
payment_option_486,request_171,full_payment,1878.8,1,30.0,0.0,0.0,1878.8,False,not_affordable
payment_option_487,request_171,installments,118.99,18,31.0,527.0,263.02,2141.82,False,not_affordable
payment_option_488,request_172,full_payment,10200.0,1,30.0,0.0,0.0,10200.0,False,affordable_with_plan
payment_option_489,request_172,installments,5304.0,2,28.0,28.0,408.0,10608.0,True,affordable_with_plan
payment_option_490,request_172,installments,3604.0,3,31.0,62.0,612.0,10812.0,True,affordable_with_plan
payment_option_491,request_173,installments,39173.33,3,28.0,56.0,4519.99,117519.99,False,not_affordable
payment_option_492,request_173,full_payment,113000.0,1,30.0,0.0,0.0,113000.0,False,not_affordable
payment_option_493,request_173,installments,8286.67,15,30.0,420.0,11300.05,124300.05,False,not_affordable
payment_option_494,request_174,installments,397.35,3,30.0,60.0,45.85,1192.05,True,affordable_with_plan
payment_option_495,request_174,full_payment,1146.2,1,30.0,0.0,0.0,1146.2,False,affordable_with_plan
payment_option_496,request_174,installments,72.59,18,31.0,527.0,160.42,1306.62,True,affordable_with_plan
payment_option_497,request_175,full_payment,2346.3,1,30.0,0.0,0.0,2346.3,True,affordable_now
payment_option_498,request_175,installments,131.84,21,28.0,560.0,422.34,2768.64,False,affordable_now
payment_option_499,request_175,installments,422.33,6,30.0,150.0,187.68,2533.98,False,affordable_now
payment_option_500,request_176,full_payment,1239.7,1,30.0,0.0,0.0,1239.7,False,not_affordable
payment_option_501,request_176,installments,90.91,15,30.0,420.0,123.95,1363.65,False,not_affordable
payment_option_502,request_176,installments,63.02,24,28.0,644.0,272.78,1512.48,False,not_affordable
payment_option_503,request_177,full_payment,1017.6,1,30.0,0.0,0.0,1017.6,True,affordable_now
payment_option_504,request_177,installments,64.45,18,31.0,527.0,142.5,1160.1,False,affordable_now
payment_option_505,request_177,installments,183.17,6,28.0,140.0,81.42,1099.02,False,affordable_now
payment_option_506,request_178,installments,1018.54,3,31.0,62.0,117.52,3055.62,True,affordable_with_plan
payment_option_507,request_178,full_payment,2938.1,1,30.0,0.0,0.0,2938.1,False,affordable_with_plan
payment_option_508,request_178,installments,165.09,21,28.0,560.0,528.79,3466.89,True,affordable_with_plan
payment_option_509,request_179,full_payment,41648000.0,1,30.0,0.0,0.0,41648000.0,False,affordable_later
payment_option_510,request_179,installments,3054186.67,15,30.0,420.0,4164800.05,45812800.05,False,affordable_later
payment_option_511,request_180,full_payment,66500.0,1,30.0,0.0,0.0,66500.0,True,affordable_now
payment_option_512,request_180,installments,4211.67,18,31.0,527.0,9310.06,75810.06,False,affordable_now
payment_option_513,request_180,installments,11970.0,6,28.0,140.0,5320.0,71820.0,False,affordable_now
payment_option_514,request_180,installments,3380.42,24,30.0,690.0,14630.08,81130.08,False,affordable_now
payment_option_515,request_181,full_payment,5059.2,1,30.0,0.0,0.0,5059.2,False,not_affordable
payment_option_516,request_181,installments,284.28,21,28.0,560.0,910.68,5969.88,False,not_affordable
payment_option_517,request_182,full_payment,65714.0,1,30.0,0.0,0.0,65714.0,True,affordable_now
payment_option_518,request_182,installments,4819.03,15,30.0,420.0,6571.45,72285.45,False,affordable_now
payment_option_519,request_182,installments,11828.52,6,31.0,155.0,5257.12,70971.12,False,affordable_now
payment_option_520,request_182,installments,3340.46,24,28.0,644.0,14457.04,80171.04,False,affordable_now
payment_option_521,request_183,installments,9313546.67,3,30.0,60.0,1074640.01,27940640.01,False,not_affordable
payment_option_522,request_183,full_payment,26866000.0,1,30.0,0.0,0.0,26866000.0,False,not_affordable
payment_option_523,request_183,installments,1701513.33,18,31.0,527.0,3761239.94,30627239.94,False,not_affordable
payment_option_524,request_184,full_payment,251900.0,1,30.0,0.0,0.0,251900.0,False,not_affordable
payment_option_525,request_184,installments,14154.38,21,28.0,560.0,45341.98,297241.98,False,not_affordable
payment_option_526,request_184,installments,12804.92,24,31.0,713.0,55418.08,307318.08,False,not_affordable
payment_option_527,request_185,full_payment,1257.3,1,30.0,0.0,0.0,1257.3,False,affordable_later
payment_option_528,request_185,installments,92.2,15,30.0,420.0,125.7,1383.0,False,affordable_later
payment_option_529,request_186,full_payment,26554.0,1,30.0,0.0,0.0,26554.0,False,not_affordable
payment_option_530,request_186,installments,1681.75,18,31.0,527.0,3717.5,30271.5,False,not_affordable
payment_option_531,request_186,installments,1349.83,24,30.0,690.0,5841.92,32395.92,False,not_affordable
payment_option_532,request_187,full_payment,187500.0,1,30.0,0.0,0.0,187500.0,False,affordable_later
payment_option_533,request_187,installments,10535.71,21,28.0,560.0,33749.91,221249.91,False,affordable_later
payment_option_534,request_188,full_payment,2464.0,1,30.0,0.0,0.0,2464.0,False,not_affordable
payment_option_535,request_188,installments,180.69,15,30.0,420.0,246.35,2710.35,False,not_affordable
payment_option_536,request_188,installments,125.25,24,28.0,644.0,542.0,3006.0,False,not_affordable
payment_option_537,request_189,full_payment,488.4,1,30.0,0.0,0.0,488.4,True,affordable_now
payment_option_538,request_189,installments,30.93,18,31.0,527.0,68.34,556.74,False,affordable_now
payment_option_539,request_189,installments,87.91,6,28.0,140.0,39.06,527.46,False,affordable_now
payment_option_540,request_190,full_payment,2557.5,1,30.0,0.0,0.0,2557.5,False,affordable_later
payment_option_541,request_190,installments,143.71,21,28.0,560.0,460.41,3017.91,False,affordable_later
payment_option_542,request_190,installments,130.01,24,31.0,713.0,562.74,3120.24,False,affordable_later
payment_option_543,request_191,full_payment,664.4,1,30.0,0.0,0.0,664.4,True,affordable_now
payment_option_544,request_191,installments,48.72,15,30.0,420.0,66.4,730.8,False,affordable_now
payment_option_545,request_191,installments,119.59,6,31.0,155.0,53.14,717.54,False,affordable_now
payment_option_546,request_192,full_payment,2046.0,1,30.0,0.0,0.0,2046.0,False,not_affordable
payment_option_547,request_192,installments,129.58,18,31.0,527.0,286.44,2332.44,False,not_affordable
payment_option_548,request_192,installments,104.01,24,30.0,690.0,450.24,2496.24,False,not_affordable
payment_option_549,request_193,installments,420.23,3,31.0,62.0,48.49,1260.69,True,affordable_with_plan
payment_option_550,request_193,full_payment,1212.2,1,30.0,0.0,0.0,1212.2,False,affordable_with_plan
payment_option_551,request_193,installments,68.11,21,28.0,560.0,218.11,1430.31,True,affordable_with_plan
payment_option_552,request_194,full_payment,132800.0,1,30.0,0.0,0.0,132800.0,False,affordable_later
payment_option_553,request_194,installments,9738.67,15,30.0,420.0,13280.05,146080.05,False,affordable_later
payment_option_554,request_194,installments,6750.67,24,28.0,644.0,29216.08,162016.08,False,affordable_later
payment_option_555,request_195,installments,405.74,3,30.0,60.0,46.82,1217.22,True,affordable_with_plan
payment_option_556,request_195,full_payment,1170.4,1,30.0,0.0,0.0,1170.4,False,affordable_with_plan
payment_option_557,request_195,installments,74.13,18,31.0,527.0,163.94,1334.34,True,affordable_with_plan
payment_option_558,request_196,full_payment,762.3,1,30.0,0.0,0.0,762.3,True,affordable_now
payment_option_559,request_196,installments,42.83,21,28.0,560.0,137.13,899.43,False,affordable_now
payment_option_560,request_196,installments,137.21,6,30.0,150.0,60.96,823.26,False,affordable_now
payment_option_561,request_196,installments,38.75,24,31.0,713.0,167.7,930.0,False,affordable_now
payment_option_562,request_197,installments,17658853.33,3,28.0,56.0,2037559.99,52976559.99,False,affordable_with_plan
payment_option_563,request_197,full_payment,50939000.0,1,30.0,0.0,0.0,50939000.0,True,affordable_with_plan
payment_option_564,request_197,installments,3735526.67,15,30.0,420.0,5093900.05,56032900.05,False,affordable_with_plan
payment_option_565,request_198,full_payment,185800.0,1,30.0,0.0,0.0,185800.0,True,affordable_now
payment_option_566,request_198,installments,11767.33,18,31.0,527.0,26011.94,211811.94,False,affordable_now
payment_option_567,request_198,installments,33444.0,6,28.0,140.0,14864.0,200664.0,False,affordable_now
payment_option_568,request_198,installments,9444.83,24,30.0,690.0,40875.92,226675.92,False,affordable_now
payment_option_569,request_199,installments,8206986.67,3,31.0,62.0,946960.01,24620960.01,True,affordable_with_plan
payment_option_570,request_199,full_payment,23674000.0,1,30.0,0.0,0.0,23674000.0,False,affordable_with_plan
payment_option_571,request_199,installments,1330253.33,21,28.0,560.0,4261319.93,27935319.93,True,affordable_with_plan
payment_option_572,request_200,full_payment,21717000.0,1,30.0,0.0,0.0,21717000.0,True,affordable_now
payment_option_573,request_200,installments,1592580.0,15,30.0,420.0,2171700.0,23888700.0,False,affordable_now
payment_option_574,request_200,installments,3909060.0,6,31.0,155.0,1737360.0,23454360.0,False,affordable_now
payment_option_575,request_200,installments,1103947.5,24,28.0,644.0,4777740.0,26494740.0,False,affordable_now
payment_option_576,request_201,full_payment,23997000.0,1,30.0,0.0,0.0,23997000.0,True,affordable_now
payment_option_577,request_201,installments,1519810.0,18,31.0,527.0,3359580.0,27356580.0,False,affordable_now
payment_option_578,request_201,installments,4319460.0,6,28.0,140.0,1919760.0,25916760.0,False,affordable_now
payment_option_579,request_202,full_payment,123900.0,1,30.0,0.0,0.0,123900.0,True,affordable_now
payment_option_580,request_202,installments,6962.0,21,28.0,560.0,22302.0,146202.0,False,affordable_now
payment_option_581,request_202,installments,22302.0,6,30.0,150.0,9912.0,133812.0,False,affordable_now
payment_option_582,request_202,installments,6298.25,24,31.0,713.0,27258.0,151158.0,False,affordable_now
payment_option_583,request_203,installments,499.93,3,28.0,56.0,57.69,1499.79,True,affordable_with_plan
